election_year,election_stage,week_start,party_side,advertiser_class,advertiser_code,platform,source,total_spend_usd,num_advertisers,num_ads,spend_category
2020,Convention,2020-06-10,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,13000.0,1,2,Mid
2020,Convention,2020-06-10,Republican,Republican,REP_ALIGNED_PAC,Google,creative,92150.0,3,58,Large
2020,Convention,2020-06-10,Republican,Republican,REP_DOWNBALLOT,Google,creative,19200.0,4,44,Mid
2020,Convention,2020-06-10,Republican,Republican,REP_PRES_TRUMP,Google,creative,78350.0,2,99,Large
2020,Convention,2020-06-11,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,63700.0,2,44,Large
2020,Convention,2020-06-11,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,176450.0,3,20,Large
2020,Convention,2020-06-11,Republican,Republican,REP_ALIGNED_PAC,Google,creative,31200.0,2,22,Mid
2020,Convention,2020-06-11,Republican,Republican,REP_DOWNBALLOT,Google,creative,69350.0,4,77,Large
2020,Convention,2020-06-11,Republican,Republican,REP_PRES_TRUMP,Google,creative,164750.0,2,295,Large
2020,Convention,2020-06-12,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,280950.0,2,279,Large
2020,Convention,2020-06-12,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,37900.0,2,38,Mid
2020,Convention,2020-06-12,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,9500.0,1,1,Mid
2020,Convention,2020-06-12,Republican,Republican,REP_ALIGNED_PAC,Google,creative,21850.0,4,11,Mid
2020,Convention,2020-06-12,Republican,Republican,REP_DOWNBALLOT,Google,creative,13850.0,4,73,Mid
2020,Convention,2020-06-12,Republican,Republican,REP_PRES_TRUMP,Google,creative,99150.0,2,349,Large
2020,Convention,2020-06-13,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,12200.0,2,65,Mid
2020,Convention,2020-06-13,Republican,Republican,REP_DOWNBALLOT,Google,creative,3950.0,3,19,Small
2020,Convention,2020-06-13,Republican,Republican,REP_PRES_TRUMP,Google,creative,186950.0,2,86,Large
2020,Convention,2020-06-14,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,weekly,47000.0,1,1,Mid
2020,Convention,2020-06-14,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,weekly,900.0,1,1,Small
2020,Convention,2020-06-14,Democratic,Democratic,DEM_ALIGNED_ISSUE,Google,weekly,1000.0,1,1,Small
2020,Convention,2020-06-14,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,2100.0,2,30,Small
2020,Convention,2020-06-14,Democratic,Democratic,DEM_ALIGNED_PAC,Google,weekly,460800.0,11,11,Large
2020,Convention,2020-06-14,Democratic,Democratic,DEM_DOWNBALLOT,Google,weekly,421600.0,22,24,Large
2020,Convention,2020-06-14,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,2975000.0,1,4,Large
2020,Convention,2020-06-14,Democratic,Democratic,DEM_PRES_BIDEN,Google,weekly,2161200.0,4,4,Large
2020,Convention,2020-06-14,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,weekly,30100.0,2,2,Mid
2020,Convention,2020-06-14,Republican,Republican,REP_ALIGNED_PAC,Google,creative,24200.0,1,9,Mid
2020,Convention,2020-06-14,Republican,Republican,REP_ALIGNED_PAC,Google,weekly,163800.0,7,7,Large
2020,Convention,2020-06-14,Republican,Republican,REP_DOWNBALLOT,Google,creative,350.0,1,5,Very Small
2020,Convention,2020-06-14,Republican,Republican,REP_DOWNBALLOT,Google,weekly,433400.0,16,17,Large
2020,Convention,2020-06-14,Republican,Republican,REP_PRES_TRUMP,Google,creative,350.0,1,7,Very Small
2020,Convention,2020-06-14,Republican,Republican,REP_PRES_TRUMP,Google,weekly,1462000.0,2,2,Large
2020,Convention,2020-06-15,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,66500.0,4,29,Large
2020,Convention,2020-06-15,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,15250.0,2,3,Mid
2020,Convention,2020-06-15,Republican,Republican,REP_ALIGNED_PAC,Google,creative,1000.0,2,8,Small
2020,Convention,2020-06-15,Republican,Republican,REP_DOWNBALLOT,Google,creative,12300.0,3,7,Mid
2020,Convention,2020-06-15,Republican,Republican,REP_PRES_TRUMP,Google,creative,1080300.0,2,130,Large
2020,Convention,2020-06-16,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,2050.0,1,41,Small
2020,Convention,2020-06-16,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,125200.0,3,27,Large
2020,Convention,2020-06-16,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,168500.0,4,51,Large
2020,Convention,2020-06-16,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,7500.0,1,1,Mid
2020,Convention,2020-06-16,Republican,Republican,REP_ALIGNED_PAC,Google,creative,8400.0,2,7,Mid
2020,Convention,2020-06-16,Republican,Republican,REP_DOWNBALLOT,Google,creative,157650.0,9,125,Large
2020,Convention,2020-06-16,Republican,Republican,REP_PRES_TRUMP,Google,creative,56000.0,2,55,Large
2020,Convention,2020-06-17,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,124750.0,4,106,Large
2020,Convention,2020-06-17,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,31750.0,4,5,Mid
2020,Convention,2020-06-17,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,300000.0,1,4,Large
2020,Convention,2020-06-17,Republican,Republican,REP_DOWNBALLOT,Google,creative,134150.0,6,101,Large
2020,Convention,2020-06-17,Republican,Republican,REP_PRES_TRUMP,Google,creative,29400.0,2,27,Mid
2020,Convention,2020-06-18,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,350.0,1,7,Very Small
2020,Convention,2020-06-18,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,147600.0,2,146,Large
2020,Convention,2020-06-18,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,57400.0,3,36,Large
2020,Convention,2020-06-18,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,1540050.0,1,10,Large
2020,Convention,2020-06-18,Republican,Republican,REP_ALIGNED_PAC,Google,creative,8150.0,2,9,Mid
2020,Convention,2020-06-18,Republican,Republican,REP_DOWNBALLOT,Google,creative,71800.0,5,38,Large
2020,Convention,2020-06-18,Republican,Republican,REP_PRES_TRUMP,Google,creative,29600.0,1,65,Mid
2020,Convention,2020-06-19,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,46300.0,3,26,Mid
2020,Convention,2020-06-19,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,43200.0,3,13,Mid
2020,Convention,2020-06-19,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,284650.0,2,691,Large
2020,Convention,2020-06-19,Republican,Republican,REP_ALIGNED_PAC,Google,creative,150400.0,2,52,Large
2020,Convention,2020-06-19,Republican,Republican,REP_DOWNBALLOT,Google,creative,372250.0,6,54,Large
2020,Convention,2020-06-19,Republican,Republican,REP_PRES_TRUMP,Google,creative,110500.0,2,103,Large
2020,Convention,2020-06-20,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,168200.0,2,17,Large
2020,Convention,2020-06-20,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,106350.0,4,24,Large
2020,Convention,2020-06-20,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,28750.0,2,38,Mid
2020,Convention,2020-06-20,Republican,Republican,REP_ALIGNED_PAC,Google,creative,350.0,1,7,Very Small
2020,Convention,2020-06-20,Republican,Republican,REP_DOWNBALLOT,Google,creative,4700.0,2,14,Small
2020,Convention,2020-06-20,Republican,Republican,REP_PRES_TRUMP,Google,creative,225900.0,2,47,Large
2020,Convention,2020-06-21,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,weekly,63300.0,2,2,Large
2020,Convention,2020-06-21,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,weekly,2600.0,1,1,Small
2020,Convention,2020-06-21,Democratic,Democratic,DEM_ALIGNED_ISSUE,Google,weekly,1200.0,1,1,Small
2020,Convention,2020-06-21,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,750.0,2,7,Small
2020,Convention,2020-06-21,Democratic,Democratic,DEM_ALIGNED_PAC,Google,weekly,535500.0,13,14,Large
2020,Convention,2020-06-21,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,27300.0,4,14,Mid
2020,Convention,2020-06-21,Democratic,Democratic,DEM_DOWNBALLOT,Google,weekly,520600.0,23,26,Large
2020,Convention,2020-06-21,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,19800.0,2,11,Mid
2020,Convention,2020-06-21,Democratic,Democratic,DEM_PRES_BIDEN,Google,weekly,2473600.0,4,4,Large
2020,Convention,2020-06-21,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,weekly,16100.0,2,2,Mid
2020,Convention,2020-06-21,Republican,Republican,REP_ALIGNED_PAC,Google,creative,6500.0,1,1,Mid
2020,Convention,2020-06-21,Republican,Republican,REP_ALIGNED_PAC,Google,weekly,202900.0,7,7,Large
2020,Convention,2020-06-21,Republican,Republican,REP_DOWNBALLOT,Google,creative,150.0,2,3,Very Small
2020,Convention,2020-06-21,Republican,Republican,REP_DOWNBALLOT,Google,weekly,524300.0,16,17,Large
2020,Convention,2020-06-21,Republican,Republican,REP_PRES_TRUMP,Google,creative,130150.0,1,55,Large
2020,Convention,2020-06-21,Republican,Republican,REP_PRES_TRUMP,Google,weekly,1964900.0,2,2,Large
2020,Convention,2020-06-22,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,4250.0,1,1,Small
2020,Convention,2020-06-22,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,64350.0,5,18,Large
2020,Convention,2020-06-22,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,25050.0,4,6,Mid
2020,Convention,2020-06-22,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-06-22,Republican,Republican,REP_ALIGNED_PAC,Google,creative,13000.0,2,7,Mid
2020,Convention,2020-06-22,Republican,Republican,REP_DOWNBALLOT,Google,creative,32750.0,6,32,Mid
2020,Convention,2020-06-22,Republican,Republican,REP_PRES_TRUMP,Google,creative,2250.0,1,3,Small
2020,Convention,2020-06-23,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,51450.0,3,37,Large
2020,Convention,2020-06-23,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,187300.0,3,8,Large
2020,Convention,2020-06-23,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,8500.0,1,1,Mid
2020,Convention,2020-06-23,Republican,Republican,REP_ALIGNED_PAC,Google,creative,36450.0,3,33,Mid
2020,Convention,2020-06-23,Republican,Republican,REP_DOWNBALLOT,Google,creative,149850.0,6,85,Large
2020,Convention,2020-06-23,Republican,Republican,REP_PRES_TRUMP,Google,creative,135350.0,2,138,Large
2020,Convention,2020-06-24,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,2250.0,1,1,Small
2020,Convention,2020-06-24,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,231950.0,4,38,Large
2020,Convention,2020-06-24,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,75950.0,3,14,Large
2020,Convention,2020-06-24,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,8250.0,3,15,Mid
2020,Convention,2020-06-24,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,4750.0,1,1,Small
2020,Convention,2020-06-24,Republican,Republican,REP_ALIGNED_PAC,Google,creative,44200.0,3,22,Mid
2020,Convention,2020-06-24,Republican,Republican,REP_DOWNBALLOT,Google,creative,138050.0,6,122,Large
2020,Convention,2020-06-24,Republican,Republican,REP_PRES_TRUMP,Google,creative,364500.0,2,68,Large
2020,Convention,2020-06-25,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,350.0,2,7,Very Small
2020,Convention,2020-06-25,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,32600.0,5,31,Mid
2020,Convention,2020-06-25,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,27600.0,2,18,Mid
2020,Convention,2020-06-25,Republican,Republican,REP_ALIGNED_PAC,Google,creative,25650.0,2,10,Mid
2020,Convention,2020-06-25,Republican,Republican,REP_DOWNBALLOT,Google,creative,63850.0,3,29,Large
2020,Convention,2020-06-25,Republican,Republican,REP_PRES_TRUMP,Google,creative,129000.0,1,70,Large
2020,Convention,2020-06-26,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,creative,222500.0,1,5,Large
2020,Convention,2020-06-26,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,12950.0,3,8,Mid
2020,Convention,2020-06-26,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,13600.0,2,24,Mid
2020,Convention,2020-06-26,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,2850.0,2,5,Small
2020,Convention,2020-06-26,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,1250.0,1,3,Small
2020,Convention,2020-06-26,Republican,Republican,REP_ALIGNED_PAC,Google,creative,12700.0,2,3,Mid
2020,Convention,2020-06-26,Republican,Republican,REP_DOWNBALLOT,Google,creative,8700.0,5,13,Mid
2020,Convention,2020-06-26,Republican,Republican,REP_PRES_TRUMP,Google,creative,217900.0,2,221,Large
2020,Convention,2020-06-27,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,creative,97500.0,1,3,Large
2020,Convention,2020-06-27,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,250.0,1,5,Very Small
2020,Convention,2020-06-27,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,5300.0,4,12,Mid
2020,Convention,2020-06-27,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,194600.0,1,63,Large
2020,Convention,2020-06-27,Republican,Republican,REP_ALIGNED_PAC,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-06-27,Republican,Republican,REP_DOWNBALLOT,Google,creative,6600.0,2,3,Mid
2020,Convention,2020-06-27,Republican,Republican,REP_PRES_TRUMP,Google,creative,20400.0,2,45,Mid
2020,Convention,2020-06-28,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,weekly,129600.0,2,2,Large
2020,Convention,2020-06-28,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,weekly,3500.0,2,2,Small
2020,Convention,2020-06-28,Democratic,Democratic,DEM_ALIGNED_ISSUE,Google,weekly,1400.0,1,1,Small
2020,Convention,2020-06-28,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,450.0,1,9,Very Small
2020,Convention,2020-06-28,Democratic,Democratic,DEM_ALIGNED_PAC,Google,weekly,392300.0,14,15,Large
2020,Convention,2020-06-28,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,12500.0,4,7,Mid
2020,Convention,2020-06-28,Democratic,Democratic,DEM_DOWNBALLOT,Google,weekly,408700.0,22,25,Large
2020,Convention,2020-06-28,Democratic,Democratic,DEM_PRES_BIDEN,Google,weekly,825500.0,4,4,Large
2020,Convention,2020-06-28,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,weekly,24800.0,2,2,Mid
2020,Convention,2020-06-28,Republican,Republican,REP_ALIGNED_PAC,Google,creative,150.0,2,3,Very Small
2020,Convention,2020-06-28,Republican,Republican,REP_ALIGNED_PAC,Google,weekly,152700.0,6,7,Large
2020,Convention,2020-06-28,Republican,Republican,REP_DOWNBALLOT,Google,creative,40500.0,1,36,Mid
2020,Convention,2020-06-28,Republican,Republican,REP_DOWNBALLOT,Google,weekly,428000.0,15,16,Large
2020,Convention,2020-06-28,Republican,Republican,REP_PRES_TRUMP,Google,weekly,1982500.0,2,2,Large
2020,Convention,2020-06-29,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-06-29,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,41750.0,4,19,Mid
2020,Convention,2020-06-29,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,4250.0,1,1,Small
2020,Convention,2020-06-29,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,22500.0,1,1,Mid
2020,Convention,2020-06-29,Republican,Republican,REP_ALIGNED_PAC,Google,creative,100.0,1,2,Very Small
2020,Convention,2020-06-29,Republican,Republican,REP_DOWNBALLOT,Google,creative,62200.0,3,13,Large
2020,Convention,2020-06-29,Republican,Republican,REP_PRES_TRUMP,Google,creative,43250.0,2,80,Mid
2020,Convention,2020-06-30,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,3300.0,1,66,Small
2020,Convention,2020-06-30,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,305150.0,3,8,Large
2020,Convention,2020-06-30,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,76850.0,5,54,Large
2020,Convention,2020-06-30,Republican,Republican,REP_ALIGNED_PAC,Google,creative,1800.0,1,2,Small
2020,Convention,2020-06-30,Republican,Republican,REP_DOWNBALLOT,Google,creative,27800.0,4,15,Mid
2020,Convention,2020-06-30,Republican,Republican,REP_PRES_TRUMP,Google,creative,74550.0,2,81,Large
2020,Convention,2020-07-01,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,265700.0,3,29,Large
2020,Convention,2020-07-01,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,208450.0,4,11,Large
2020,Convention,2020-07-01,Republican,Republican,REP_ALIGNED_PAC,Google,creative,1550.0,2,5,Small
2020,Convention,2020-07-01,Republican,Republican,REP_DOWNBALLOT,Google,creative,213000.0,3,115,Large
2020,Convention,2020-07-01,Republican,Republican,REP_PRES_TRUMP,Google,creative,47350.0,2,133,Mid
2020,Convention,2020-07-02,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,83100.0,2,25,Large
2020,Convention,2020-07-02,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,420500.0,3,42,Large
2020,Convention,2020-07-02,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,544000.0,2,67,Large
2020,Convention,2020-07-02,Republican,Republican,REP_ALIGNED_PAC,Google,creative,4550.0,2,29,Small
2020,Convention,2020-07-02,Republican,Republican,REP_DOWNBALLOT,Google,creative,55900.0,4,31,Large
2020,Convention,2020-07-02,Republican,Republican,REP_PRES_TRUMP,Google,creative,23400.0,1,125,Mid
2020,Convention,2020-07-03,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,2350.0,1,47,Small
2020,Convention,2020-07-03,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,13550.0,3,10,Mid
2020,Convention,2020-07-03,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-07-03,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,8150.0,1,21,Mid
2020,Convention,2020-07-03,Republican,Republican,REP_ALIGNED_PAC,Google,creative,2250.0,1,9,Small
2020,Convention,2020-07-03,Republican,Republican,REP_DOWNBALLOT,Google,creative,750.0,3,3,Small
2020,Convention,2020-07-03,Republican,Republican,REP_PRES_TRUMP,Google,creative,6900.0,1,12,Mid
2020,Convention,2020-07-04,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,5550.0,1,5,Mid
2020,Convention,2020-07-04,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,200.0,1,4,Very Small
2020,Convention,2020-07-04,Republican,Republican,REP_ALIGNED_PAC,Google,creative,200.0,1,2,Very Small
2020,Convention,2020-07-04,Republican,Republican,REP_DOWNBALLOT,Google,creative,23950.0,2,5,Mid
2020,Convention,2020-07-04,Republican,Republican,REP_PRES_TRUMP,Google,creative,80200.0,1,18,Large
2020,Convention,2020-07-05,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,weekly,131000.0,2,2,Large
2020,Convention,2020-07-05,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,weekly,8900.0,2,2,Mid
2020,Convention,2020-07-05,Democratic,Democratic,DEM_ALIGNED_ISSUE,Google,weekly,36100.0,1,1,Mid
2020,Convention,2020-07-05,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-07-05,Democratic,Democratic,DEM_ALIGNED_PAC,Google,weekly,398700.0,14,14,Large
2020,Convention,2020-07-05,Democratic,Democratic,DEM_DOWNBALLOT,Google,weekly,362500.0,24,27,Large
2020,Convention,2020-07-05,Democratic,Democratic,DEM_PRES_BIDEN,Google,weekly,766600.0,5,5,Large
2020,Convention,2020-07-05,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,weekly,21200.0,2,2,Mid
2020,Convention,2020-07-05,Republican,Republican,REP_ALIGNED_PAC,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-07-05,Republican,Republican,REP_ALIGNED_PAC,Google,weekly,114100.0,7,7,Large
2020,Convention,2020-07-05,Republican,Republican,REP_DOWNBALLOT,Google,creative,30200.0,3,6,Mid
2020,Convention,2020-07-05,Republican,Republican,REP_DOWNBALLOT,Google,weekly,413100.0,14,14,Large
2020,Convention,2020-07-05,Republican,Republican,REP_PRES_TRUMP,Google,weekly,2595200.0,2,2,Large
2020,Convention,2020-07-06,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,150.0,1,3,Very Small
2020,Convention,2020-07-06,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,81200.0,1,11,Large
2020,Convention,2020-07-06,Republican,Republican,REP_ALIGNED_PAC,Google,creative,279400.0,2,5,Large
2020,Convention,2020-07-06,Republican,Republican,REP_DOWNBALLOT,Google,creative,7600.0,2,4,Mid
2020,Convention,2020-07-06,Republican,Republican,REP_PRES_TRUMP,Google,creative,348300.0,2,178,Large
2020,Convention,2020-07-07,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,2450.0,1,49,Small
2020,Convention,2020-07-07,Democratic,Democratic,DEM_ALIGNED_ISSUE,Google,creative,183000.0,1,6,Large
2020,Convention,2020-07-07,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,344500.0,3,57,Large
2020,Convention,2020-07-07,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,26650.0,5,23,Mid
2020,Convention,2020-07-07,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,27850.0,1,15,Mid
2020,Convention,2020-07-07,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,9700.0,1,20,Mid
2020,Convention,2020-07-07,Republican,Republican,REP_ALIGNED_PAC,Google,creative,72250.0,3,60,Large
2020,Convention,2020-07-07,Republican,Republican,REP_DOWNBALLOT,Google,creative,128600.0,5,24,Large
2020,Convention,2020-07-07,Republican,Republican,REP_PRES_TRUMP,Google,creative,277150.0,2,84,Large
2020,Convention,2020-07-08,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,creative,57100.0,1,6,Large
2020,Convention,2020-07-08,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,550.0,2,7,Small
2020,Convention,2020-07-08,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,88950.0,6,77,Large
2020,Convention,2020-07-08,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,148600.0,3,20,Large
2020,Convention,2020-07-08,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,108800.0,1,178,Large
2020,Convention,2020-07-08,Republican,Republican,REP_ALIGNED_PAC,Google,creative,48400.0,2,16,Mid
2020,Convention,2020-07-08,Republican,Republican,REP_DOWNBALLOT,Google,creative,23250.0,2,43,Mid
2020,Convention,2020-07-08,Republican,Republican,REP_PRES_TRUMP,Google,creative,588250.0,2,158,Large
2020,Convention,2020-07-09,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,39600.0,5,13,Mid
2020,Convention,2020-07-09,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,69150.0,2,163,Large
2020,Convention,2020-07-09,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-07-09,Republican,Republican,REP_ALIGNED_PAC,Google,creative,2150.0,1,3,Small
2020,Convention,2020-07-09,Republican,Republican,REP_DOWNBALLOT,Google,creative,90350.0,5,46,Large
2020,Convention,2020-07-09,Republican,Republican,REP_PRES_TRUMP,Google,creative,2059650.0,1,135,Large
2020,Convention,2020-07-10,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,1450.0,1,29,Small
2020,Convention,2020-07-10,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,79600.0,3,14,Large
2020,Convention,2020-07-10,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,31000.0,2,20,Mid
2020,Convention,2020-07-10,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,51700.0,2,36,Large
2020,Convention,2020-07-10,Republican,Republican,REP_ALIGNED_PAC,Google,creative,48050.0,3,21,Mid
2020,Convention,2020-07-10,Republican,Republican,REP_DOWNBALLOT,Google,creative,72750.0,5,43,Large
2020,Convention,2020-07-10,Republican,Republican,REP_PRES_TRUMP,Google,creative,1525550.0,1,95,Large
2020,Convention,2020-07-11,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,creative,9500.0,1,1,Mid
2020,Convention,2020-07-11,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,50.0,1,1,Very Small
2020,Convention,2020-07-11,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,450.0,1,9,Very Small
2020,Convention,2020-07-11,Republican,Republican,REP_ALIGNED_PAC,Google,creative,4550.0,2,7,Small
2020,Convention,2020-07-11,Republican,Republican,REP_DOWNBALLOT,Google,creative,100.0,2,2,Very Small
2020,Convention,2020-07-12,Democratic,Anti-Republican,DEM_ALIGNED_PAC,Google,weekly,144300.0,2,2,Large
2020,Convention,2020-07-12,Democratic,Anti-Trump,DEM_ALIGNED_PAC,Google,weekly,9000.0,2,2,Mid
2020,Convention,2020-07-12,Democratic,Democratic,DEM_ALIGNED_ISSUE,Google,weekly,50400.0,1,1,Large
2020,Convention,2020-07-12,Democratic,Democratic,DEM_ALIGNED_PAC,Google,weekly,452200.0,17,17,Large
2020,Convention,2020-07-12,Democratic,Democratic,DEM_DOWNBALLOT,Google,weekly,499300.0,24,27,Large
2020,Convention,2020-07-12,Democratic,Democratic,DEM_PRES_BIDEN,Google,weekly,634800.0,5,5,Large
2020,Convention,2020-07-12,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,weekly,22000.0,2,2,Mid
2020,Convention,2020-07-12,Republican,Republican,REP_ALIGNED_PAC,Google,creative,23800.0,2,3,Mid
2020,Convention,2020-07-12,Republican,Republican,REP_ALIGNED_PAC,Google,weekly,202900.0,8,9,Large
2020,Convention,2020-07-12,Republican,Republican,REP_DOWNBALLOT,Google,creative,850.0,2,3,Small
2020,Convention,2020-07-12,Republican,Republican,REP_DOWNBALLOT,Google,weekly,471800.0,14,15,Large
2020,Convention,2020-07-12,Republican,Republican,REP_PRES_TRUMP,Google,weekly,2778900.0,3,3,Large
2020,Convention,2020-07-13,Democratic,Democratic,DEM_ALIGNED_PAC,Google,creative,29750.0,3,25,Mid
2020,Convention,2020-07-13,Democratic,Democratic,DEM_DOWNBALLOT,Google,creative,65000.0,2,2,Large
2020,Convention,2020-07-13,Democratic,Democratic,DEM_PRES_BIDEN,Google,creative,67900.0,1,164,Large
2020,Convention,2020-07-13,Republican,Republican,COMMERCIAL_MEDIA_UNCLEAR,Google,creative,3250.0,1,1,Small
